ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND
01.02.2022,29.01.2022,10,29.01.2022,18,10400939,595,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,29.01.2022,10,29.01.2022,19,01200522,819,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,31.01.2022,07,31.01.2022,18,08200726,649,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,29.01.2022,09,29.01.2022,20,07100205,494,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,31.01.2022,15,31.01.2022,21,01100206,1299,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,31.01.2022,15,31.01.2022,21,06100102,1610,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,09.01.2022,13,10.01.2022,12,12200310,165,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,31.01.2022,11,31.01.2022,13,06400843,1899,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,30.01.2022,16,31.01.2022,09,05100316,504,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,31.01.2022,15,31.01.2022,21,10300733,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,29.01.2022,10,31.01.2022,09,02100101,667,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,01.02.2022,14,01.02.2022,14,04500938,30,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,01.02.2022,10,01.02.2022,13,06200422,1323,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,06.01.2022,20,07.01.2022,08,03601245,1069,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,31.01.2022,21,01.02.2022,08,04300621,2239,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,31.01.2022,18,01.02.2022,08,10200629,140,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
01.02.2022,30.01.2022,20,31.01.2022,13,09100203,0,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
01.02.2022,01.02.2022,08,01.02.2022,16,02400624,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,01.02.2022,09,01.02.2022,18,02400624,1777,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,31.01.2022,13,01.02.2022,09,03701555,3088,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,01.02.2022,08,01.02.2022,17,01200629,1153,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,01.02.2022,10,01.02.2022,11,11300722,704,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,31.01.2022,19,01.02.2022,09,08100415,150,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,31.01.2022,10,01.02.2022,10,01401043,835,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,30.01.2022,20,01.02.2022,19,08200833,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,30.01.2022,11,30.01.2022,17,11300725,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,01.02.2022,10,01.02.2022,19,09100101,1100,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,21.01.2022,15,22.01.2022,20,03400723,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,30.01.2022,18,01.02.2022,07,12400721,501,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
01.02.2022,30.01.2022,18,01.02.2022,07,12400721,501,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
01.02.2022,01.02.2022,15,01.02.2022,16,01100311,1099,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,01.02.2022,15,01.02.2022,16,10100207,400,Nein,Mountainbike,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
01.02.2022,01.02.2022,13,01.02.2022,17,12400618,550,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,28.01.2022,15,28.01.2022,16,04300622,696,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
01.02.2022,26.10.2021,22,27.10.2021,07,02300417,379,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,01.02.2022,13,01.02.2022,13,02300315,2200,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
01.02.2022,22.04.2021,19,22.04.2021,22,02400625,2962,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,31.01.2022,03,31.01.2022,03,04501152,0,Nein,Mountainbike,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
31.01.2022,20.01.2022,18,20.01.2022,18,04300621,800,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
31.01.2022,28.01.2022,14,28.01.2022,14,08100310,1050,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,12.01.2022,00,13.01.2022,07,11100203,1039,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
31.01.2022,28.01.2022,10,28.01.2022,17,01300732,1200,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,25.01.2022,19,26.01.2022,13,02500726,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,30.01.2022,18,30.01.2022,20,04300624,1400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,30.01.2022,15,30.01.2022,19,01100206,974,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,30.01.2022,15,30.01.2022,19,04501153,1599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,30.01.2022,20,30.01.2022,23,04501042,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,29.01.2022,16,30.01.2022,19,02200208,1300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,29.01.2022,18,30.01.2022,10,02100102,100,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,27.01.2022,22,30.01.2022,12,08100312,1154,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,28.01.2022,18,31.01.2022,14,02100105,825,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,29.01.2022,16,30.01.2022,08,11400929,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,31.01.2022,17,31.01.2022,19,01100102,2999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,28.01.2022,18,31.01.2022,12,03400721,750,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,28.01.2022,18,31.01.2022,10,02500834,230,Unbekannt,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,30.01.2022,20,30.01.2022,20,01100310,1900,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,29.01.2022,22,31.01.2022,09,08100418,550,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,30.01.2022,20,31.01.2022,08,08200725,969,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,29.01.2022,18,31.01.2022,15,04300414,825,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,30.01.2022,14,31.01.2022,09,04501149,2800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,30.01.2022,17,31.01.2022,07,07200412,1050,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,29.01.2022,14,31.01.2022,17,04300412,1285,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
31.01.2022,30.01.2022,16,31.01.2022,13,03601449,330,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,28.01.2022,18,31.01.2022,09,04501043,659,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,30.01.2022,20,31.01.2022,08,02300315,1420,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,30.01.2022,17,31.01.2022,07,05300735,1985,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,30.01.2022,16,31.01.2022,10,07300619,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,30.01.2022,11,31.01.2022,18,07200410,380,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,30.01.2022,15,31.01.2022,12,07100206,1174,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,28.01.2022,19,31.01.2022,08,01401049,1654,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,28.01.2022,18,31.01.2022,07,02200209,1750,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,28.01.2022,18,31.01.2022,14,09200715,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,31.01.2022,19,31.01.2022,19,05200526,0,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
31.01.2022,31.01.2022,21,31.01.2022,21,03701660,2000,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
31.01.2022,24.11.2021,10,24.11.2021,12,04100101,271,Nein,Rennrad,Fahrraddiebstahl,Einfacher Diebstahl aus Keller/Boden von Fahrrädern
31.01.2022,30.01.2022,13,31.01.2022,06,02500831,999,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,31.01.2022,11,31.01.2022,11,01100311,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,31.01.2022,07,31.01.2022,09,11200512,1,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,31.01.2022,00,31.01.2022,10,08200833,732,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,31.01.2022,00,31.01.2022,09,08100209,1090,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,31.01.2022,06,31.01.2022,17,10300731,1226,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
31.01.2022,27.01.2022,14,27.01.2022,14,01200519,2149,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,27.01.2022,15,27.01.2022,16,08100206,1099,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,28.01.2022,03,29.01.2022,13,09200613,500,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
30.01.2022,28.01.2022,20,29.01.2022,15,07300619,479,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,28.01.2022,18,29.01.2022,10,07200409,395,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,15,29.01.2022,17,09100101,2168,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,12,29.01.2022,15,01300730,2520,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,17,29.01.2022,19,06100102,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,12,30.01.2022,15,04300621,4025,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,20,30.01.2022,08,04300621,1,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,13,30.01.2022,11,06100205,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,14,30.01.2022,18,02200210,1109,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,18,30.01.2022,19,08100417,1199,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,12,30.01.2022,11,04501043,3000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,11,30.01.2022,13,04501043,610,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,23,30.01.2022,07,09200717,900,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,19,30.01.2022,12,09200717,855,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
30.01.2022,29.01.2022,11,30.01.2022,09,07100204,1199,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,23,30.01.2022,07,09200717,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,18,30.01.2022,14,02500830,850,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,17,30.01.2022,16,08100312,749,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,23,30.01.2022,08,04400834,649,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,10,30.01.2022,10,08100206,1700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,20,30.01.2022,18,03500936,329,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,20,30.01.2022,18,03500936,1200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,18,30.01.2022,14,03400721,2657,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,17,30.01.2022,12,07300515,1137,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,29.01.2022,14,30.01.2022,10,10100315,649,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,16.12.2021,15,17.12.2021,12,07100206,775,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,30.01.2022,06,30.01.2022,06,08100209,649,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,30.01.2022,09,30.01.2022,11,07300515,1800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,30.01.2022,15,30.01.2022,18,01100206,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,30.01.2022,08,30.01.2022,13,09301126,250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,25.01.2022,08,26.01.2022,10,04300415,354,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,27.01.2022,21,28.01.2022,07,03601142,899,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,27.01.2022,15,28.01.2022,14,08100416,333,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,25.01.2022,07,26.01.2022,11,05200527,900,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
30.01.2022,26.01.2022,14,26.01.2022,17,04501043,380,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.01.2022,28.01.2022,16,28.01.2022,17,06400840,0,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.01.2022,28.01.2022,20,28.01.2022,23,09200819,3299,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.01.2022,28.01.2022,15,28.01.2022,21,05200527,500,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
29.01.2022,27.01.2022,22,28.01.2022,09,03500935,1400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.01.2022,27.01.2022,21,28.01.2022,10,02200209,940,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.01.2022,27.01.2022,15,28.01.2022,13,11300724,2800,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
29.01.2022,27.01.2022,15,28.01.2022,13,11300724,0,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
29.01.2022,26.01.2022,17,26.01.2022,18,03601244,760,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.01.2022,28.01.2022,11,28.01.2022,18,01100309,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.01.2022,18.01.2022,08,18.01.2022,21,06200421,289,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.01.2022,25.01.2022,19,26.01.2022,08,09301126,889,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.01.2022,28.01.2022,13,28.01.2022,19,11501341,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.01.2022,25.01.2022,09,26.01.2022,07,01200520,3099,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.01.2022,28.01.2022,08,28.01.2022,12,10300731,648,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.01.2022,28.01.2022,08,28.01.2022,18,01300834,599,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.01.2022,25.01.2022,17,25.01.2022,19,02500833,950,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.01.2022,07.08.2021,17,08.08.2021,13,04200310,3500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.01.2022,27.01.2022,18,29.01.2022,11,10100312,850,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
29.01.2022,29.01.2022,17,29.01.2022,19,01401046,460,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.01.2022,29.01.2022,14,29.01.2022,17,06300526,2900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.01.2022,27.01.2022,06,27.01.2022,17,09200715,650,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
